path,label,sr,snr,fp,group
data/cleaned/aero16k_noisy/000000_2022-12-08_09-07-46_0_0_SNRclean.wav,healthy,16000,clean,97f61069dd62d11ec3c1031b69ea0729,000000_2022-12-08_09-07-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-07-46_0_0_SNR30.wav,healthy,16000,30,9103346a9966cea791525c00491b6dce,000000_2022-12-08_09-07-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-07-46_0_0_SNR20.wav,healthy,16000,20,c9a3f89be0af2c18d6fa4f0b25a43ff4,000000_2022-12-08_09-07-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-07-46_0_0_SNR10.wav,healthy,16000,10,d997094679ba373a12b444c2ed308c4d,000000_2022-12-08_09-07-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-07-46_0_0_FAULT_SNRclean.wav,faulty,16000,clean,740d0d132c21132d9518617593e262bc,000000_2022-12-08_09-07-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-07-46_0_0_FAULT_SNR30.wav,faulty,16000,30,f49815a380bb01a00f45957306ca5248,000000_2022-12-08_09-07-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-07-46_0_0_FAULT_SNR20.wav,faulty,16000,20,256f0e60ef9c2701c7d41c5b2c3cc0e7,000000_2022-12-08_09-07-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-07-46_0_0_FAULT_SNR10.wav,faulty,16000,10,383ce4ded73d05b4a4be68c86dfdf1f8,000000_2022-12-08_09-07-46_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-14-26_0_0_SNRclean.wav,healthy,16000,clean,9a93e36f0ac6b78562d3e17deb64e07d,000000_2022-12-08_09-14-26_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-14-26_0_0_SNR30.wav,healthy,16000,30,d31effde7e865d63aaffaa9385a6da0f,000000_2022-12-08_09-14-26_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-14-26_0_0_SNR20.wav,healthy,16000,20,0a6b8fc42b6a94a3de2aabef833d9075,000000_2022-12-08_09-14-26_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-14-26_0_0_SNR10.wav,healthy,16000,10,edb5bd9b282b434cde337a7cc4821981,000000_2022-12-08_09-14-26_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-14-26_0_0_FAULT_SNRclean.wav,faulty,16000,clean,41661513992a1fadf1cdc5e30493025c,000000_2022-12-08_09-14-26_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-14-26_0_0_FAULT_SNR20.wav,faulty,16000,20,679e882be9ca999861dc215b4f346a5d,000000_2022-12-08_09-14-26_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-14-26_0_0_FAULT_SNR10.wav,faulty,16000,10,7c18bb1875d79d94ed189a41219cd480,000000_2022-12-08_09-14-26_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-14-56_0_0_SNRclean.wav,healthy,16000,clean,1f3e90e137dbf248073ad48dc891b4f2,000000_2022-12-08_09-14-56_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-14-56_0_0_SNR30.wav,healthy,16000,30,20db1833b5208f3fd7f10effdb6c53b5,000000_2022-12-08_09-14-56_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-14-56_0_0_SNR20.wav,healthy,16000,20,2cadb4db2d55a138d9dcf215420a708d,000000_2022-12-08_09-14-56_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-14-56_0_0_SNR10.wav,healthy,16000,10,0913fbfeff71e5332290fde62d4a18c5,000000_2022-12-08_09-14-56_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-14-56_0_0_FAULT_SNRclean.wav,faulty,16000,clean,c2c2d5ae0d4566014220690475cd182a,000000_2022-12-08_09-14-56_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-14-56_0_0_FAULT_SNR30.wav,faulty,16000,30,4b4b8dd89eae6390e63bda7234ecae49,000000_2022-12-08_09-14-56_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-14-56_0_0_FAULT_SNR20.wav,faulty,16000,20,02871e1328c839eafdf2c89a2a8c5979,000000_2022-12-08_09-14-56_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-14-56_0_0_FAULT_SNR10.wav,faulty,16000,10,c8eea49fd61c4904568cce1a089ee077,000000_2022-12-08_09-14-56_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-15-26_0_0_SNRclean.wav,healthy,16000,clean,9764162e8c4f3aad422c7882345fb422,000000_2022-12-08_09-15-26_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-15-26_0_0_SNR30.wav,healthy,16000,30,8e3afd3a71a9b64c0fbf8f7d71513dff,000000_2022-12-08_09-15-26_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-15-26_0_0_SNR20.wav,healthy,16000,20,3f71ba54b8ec8a61f6ee66115ef16a21,000000_2022-12-08_09-15-26_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-15-26_0_0_SNR10.wav,healthy,16000,10,ab8747aaed04d3c11c09e318ea11af00,000000_2022-12-08_09-15-26_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-15-26_0_0_FAULT_SNRclean.wav,faulty,16000,clean,427c8b68859a90607383c9c9095ccc76,000000_2022-12-08_09-15-26_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-15-26_0_0_FAULT_SNR20.wav,faulty,16000,20,67bcd93e10d2444c6baa73aaab375329,000000_2022-12-08_09-15-26_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-15-26_0_0_FAULT_SNR10.wav,faulty,16000,10,d18afe529e2f8f3a85bcdc8213ca7cee,000000_2022-12-08_09-15-26_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-15-57_0_0_SNRclean.wav,healthy,16000,clean,ba475701b645e6a10478d2cf6765eb0f,000000_2022-12-08_09-15-57_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-15-57_0_0_SNR30.wav,healthy,16000,30,3bb200d75b47de20ec4c4d8654892a3b,000000_2022-12-08_09-15-57_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-15-57_0_0_SNR20.wav,healthy,16000,20,66c63d525a0b23750ccdaaec4b7e5f64,000000_2022-12-08_09-15-57_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-15-57_0_0_SNR10.wav,healthy,16000,10,5d5a9ee2d457b374d31c821ce79528f1,000000_2022-12-08_09-15-57_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-15-57_0_0_FAULT_SNRclean.wav,faulty,16000,clean,c0f2ef96185f12847180a40b61273e5a,000000_2022-12-08_09-15-57_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-15-57_0_0_FAULT_SNR20.wav,faulty,16000,20,6eba5e9bdf9b9c3c80abb83bd65badfa,000000_2022-12-08_09-15-57_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-15-57_0_0_FAULT_SNR10.wav,faulty,16000,10,784438c6a3fc09daee3b97cc232ba37b,000000_2022-12-08_09-15-57_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-16-27_0_0_SNRclean.wav,healthy,16000,clean,bc322f6fc98676fb1d56c7b882340148,000000_2022-12-08_09-16-27_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-16-27_0_0_SNR20.wav,healthy,16000,20,84e777dedfc8f0a4e25a87bc2328b883,000000_2022-12-08_09-16-27_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-16-27_0_0_SNR10.wav,healthy,16000,10,616a7dc997b134bd670d4935bb032ce1,000000_2022-12-08_09-16-27_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-16-27_0_0_FAULT_SNRclean.wav,faulty,16000,clean,91f3dae3ae39513bf7b7ce72f32a4cba,000000_2022-12-08_09-16-27_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-16-27_0_0_FAULT_SNR30.wav,faulty,16000,30,23ec15f351598f53eba4f7ce49608112,000000_2022-12-08_09-16-27_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-16-27_0_0_FAULT_SNR20.wav,faulty,16000,20,b81c77116fa0cdedeed43f5b852b257f,000000_2022-12-08_09-16-27_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-16-27_0_0_FAULT_SNR10.wav,faulty,16000,10,dfef480c4b505bffb2e299393eef31a3,000000_2022-12-08_09-16-27_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-26-37_0_0_SNRclean.wav,healthy,16000,clean,7c5b296dfcf0230e631a7b88aa3cf753,000000_2022-12-08_09-26-37_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-26-37_0_0_SNR20.wav,healthy,16000,20,df75e7f362ca2056a20cad16e53a0d00,000000_2022-12-08_09-26-37_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-26-37_0_0_SNR10.wav,healthy,16000,10,a5b6f535c473c62a697e36698e095f0a,000000_2022-12-08_09-26-37_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-26-37_0_0_FAULT_SNRclean.wav,faulty,16000,clean,e75b6afc172a87510b92f5bea216d462,000000_2022-12-08_09-26-37_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-26-37_0_0_FAULT_SNR30.wav,faulty,16000,30,608d9f46f3bde830c49f2b2be00d2f67,000000_2022-12-08_09-26-37_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-26-37_0_0_FAULT_SNR20.wav,faulty,16000,20,88127b3b5dd6acdf6bcc89177c949683,000000_2022-12-08_09-26-37_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-26-37_0_0_FAULT_SNR10.wav,faulty,16000,10,4522c7ab232f182910f29c8a71b5474f,000000_2022-12-08_09-26-37_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-31-52_0_0_SNRclean.wav,healthy,16000,clean,e77b42fae3990ce01a3a67cd9b179856,000000_2022-12-08_09-31-52_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-31-52_0_0_SNR20.wav,healthy,16000,20,5327b9e30624665e32c61f335ebb32c0,000000_2022-12-08_09-31-52_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-31-52_0_0_SNR10.wav,healthy,16000,10,d751432c3c5c80869d819c695dfd7f36,000000_2022-12-08_09-31-52_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-31-52_0_0_FAULT_SNRclean.wav,faulty,16000,clean,14c7f259055005fe10564708bf6a777a,000000_2022-12-08_09-31-52_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-31-52_0_0_FAULT_SNR30.wav,faulty,16000,30,51bba6c69e02f9cd48d5b332e606ec26,000000_2022-12-08_09-31-52_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-31-52_0_0_FAULT_SNR20.wav,faulty,16000,20,9b2b9843ae66392514d967f7c9ad3371,000000_2022-12-08_09-31-52_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-31-52_0_0_FAULT_SNR10.wav,faulty,16000,10,089ea821e2a6a31f42579a85c81560f1,000000_2022-12-08_09-31-52_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-34-42_0_0_SNRclean.wav,healthy,16000,clean,1fcaa33a71c06bad70bcbfa59dfa7d44,000000_2022-12-08_09-34-42_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-34-42_0_0_SNR20.wav,healthy,16000,20,05a2f9a5592772beee6ba465afd0b5cb,000000_2022-12-08_09-34-42_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-34-42_0_0_SNR10.wav,healthy,16000,10,52a1447e170e933cb0d8d1e937f8e307,000000_2022-12-08_09-34-42_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-34-42_0_0_FAULT_SNRclean.wav,faulty,16000,clean,2be0afc5f006103092faff9972a9ee82,000000_2022-12-08_09-34-42_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-34-42_0_0_FAULT_SNR30.wav,faulty,16000,30,458bee956ef618948b98dce3b096f528,000000_2022-12-08_09-34-42_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-34-42_0_0_FAULT_SNR20.wav,faulty,16000,20,c6da3d0617643732861c111020ee3282,000000_2022-12-08_09-34-42_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-34-42_0_0_FAULT_SNR10.wav,faulty,16000,10,459c52041ca252e30cdfca534da0fa78,000000_2022-12-08_09-34-42_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-41-13_0_0_SNRclean.wav,healthy,16000,clean,c232278fa20ddd727e91bbda740f731f,000000_2022-12-08_09-41-13_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-41-13_0_0_SNR30.wav,healthy,16000,30,4f64eab9ea64ddce4879775794fb3119,000000_2022-12-08_09-41-13_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-41-13_0_0_SNR20.wav,healthy,16000,20,8e65b987200008f8b20188714f080759,000000_2022-12-08_09-41-13_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-41-13_0_0_SNR10.wav,healthy,16000,10,2056ca94f9c34e642f9c119878b0f8d4,000000_2022-12-08_09-41-13_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-41-13_0_0_FAULT_SNRclean.wav,faulty,16000,clean,e861628f32a201eea9572564998aaf4f,000000_2022-12-08_09-41-13_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-41-13_0_0_FAULT_SNR30.wav,faulty,16000,30,116eb8a1dcc45406bfc85efbe2c33de4,000000_2022-12-08_09-41-13_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-41-13_0_0_FAULT_SNR20.wav,faulty,16000,20,402ca6793c672226bdd38163cb28b923,000000_2022-12-08_09-41-13_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-41-13_0_0_FAULT_SNR10.wav,faulty,16000,10,f1279e6a4c79f38f72f52f4a10571f5d,000000_2022-12-08_09-41-13_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-41-53_0_0_SNRclean.wav,healthy,16000,clean,fcd33d22811c446ae83fd755ae38ff03,000000_2022-12-08_09-41-53_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-41-53_0_0_SNR30.wav,healthy,16000,30,197c611f987e7cb2eb6f73a9d9ba5296,000000_2022-12-08_09-41-53_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-41-53_0_0_SNR20.wav,healthy,16000,20,97963dc02ae6f1ed9976328f698cb777,000000_2022-12-08_09-41-53_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-41-53_0_0_SNR10.wav,healthy,16000,10,1744617df9e63f7e48e3a43f9f050ab2,000000_2022-12-08_09-41-53_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-41-53_0_0_FAULT_SNRclean.wav,faulty,16000,clean,d62412e6d1b045c39f7f5381a39364e5,000000_2022-12-08_09-41-53_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-41-53_0_0_FAULT_SNR30.wav,faulty,16000,30,ec5c794072ae42d90012e183738f44bb,000000_2022-12-08_09-41-53_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-41-53_0_0_FAULT_SNR20.wav,faulty,16000,20,4ae4de2a17f8afb3d0c4ea48f2cadd8d,000000_2022-12-08_09-41-53_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-41-53_0_0_FAULT_SNR10.wav,faulty,16000,10,477ea49755afb4a22b182796b1bf1b57,000000_2022-12-08_09-41-53_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-43-03_0_0_SNRclean.wav,healthy,16000,clean,c75451cf9c4a97d3b8e1b23f0d2b41d5,000000_2022-12-08_09-43-03_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-43-03_0_0_SNR20.wav,healthy,16000,20,bca2cb813777fa13b5441a47c5ce64e2,000000_2022-12-08_09-43-03_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-43-03_0_0_SNR10.wav,healthy,16000,10,0582acea70c87412a75141d483e5b4f4,000000_2022-12-08_09-43-03_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-43-03_0_0_FAULT_SNRclean.wav,faulty,16000,clean,33b76fd97a5b583ea9dbea669c6af3b0,000000_2022-12-08_09-43-03_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-43-03_0_0_FAULT_SNR30.wav,faulty,16000,30,a7c91331f9665988e0edb6c76c217141,000000_2022-12-08_09-43-03_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-43-03_0_0_FAULT_SNR20.wav,faulty,16000,20,06bd4163b3294d664ff8a2543ba13f51,000000_2022-12-08_09-43-03_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-43-03_0_0_FAULT_SNR10.wav,faulty,16000,10,137da8be9c57891e44fa45268a908886,000000_2022-12-08_09-43-03_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-43-43_0_0_SNRclean.wav,healthy,16000,clean,2a2b3a6071f7833a6684384cd70e1e1e,000000_2022-12-08_09-43-43_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-43-43_0_0_SNR30.wav,healthy,16000,30,d9785ffb7f5dd2d4daae1a660a3a8b45,000000_2022-12-08_09-43-43_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-43-43_0_0_SNR20.wav,healthy,16000,20,f58f0616a399fa871ca7ae7ee11489b6,000000_2022-12-08_09-43-43_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-43-43_0_0_SNR10.wav,healthy,16000,10,1566a1e2b2d4de3c7e649a0dc68b8b81,000000_2022-12-08_09-43-43_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-43-43_0_0_FAULT_SNRclean.wav,faulty,16000,clean,48e7d3975751e894445f898915a8b213,000000_2022-12-08_09-43-43_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-43-43_0_0_FAULT_SNR30.wav,faulty,16000,30,b5ee9737656e3659c35fbab1c6e5b3ed,000000_2022-12-08_09-43-43_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-43-43_0_0_FAULT_SNR20.wav,faulty,16000,20,360c62e09353bd12f2838d19134cda59,000000_2022-12-08_09-43-43_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-43-43_0_0_FAULT_SNR10.wav,faulty,16000,10,a77ebf64a13070f13d7af5cdb7acabd8,000000_2022-12-08_09-43-43_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-44-18_0_0_SNRclean.wav,healthy,16000,clean,d6d2bf28d7f110ebbbdfb2d354a0da53,000000_2022-12-08_09-44-18_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-44-18_0_0_SNR30.wav,healthy,16000,30,fe3917cec29c09ff5da346ce122fe636,000000_2022-12-08_09-44-18_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-44-18_0_0_SNR20.wav,healthy,16000,20,6cb393f822d919457604e207d52243f3,000000_2022-12-08_09-44-18_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-44-18_0_0_SNR10.wav,healthy,16000,10,e4865a8c628355c8c37a4bc0b830febd,000000_2022-12-08_09-44-18_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-44-18_0_0_FAULT_SNRclean.wav,faulty,16000,clean,573fe8ddb919ba7cff23cdc428c8ee1f,000000_2022-12-08_09-44-18_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-44-18_0_0_FAULT_SNR30.wav,faulty,16000,30,1fe920e111363fd6516d857c2b27d527,000000_2022-12-08_09-44-18_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-44-18_0_0_FAULT_SNR20.wav,faulty,16000,20,a2ebe41ab95a73b3b8aa84e5e01cec66,000000_2022-12-08_09-44-18_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-44-18_0_0_FAULT_SNR10.wav,faulty,16000,10,798f5390dcb311f4b321a1c25c91f6ea,000000_2022-12-08_09-44-18_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-48-04_0_0_SNRclean.wav,healthy,16000,clean,330c19d8e6512680ac9ccc154159b9d4,000000_2022-12-08_09-48-04_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-48-04_0_0_SNR20.wav,healthy,16000,20,ec0850621560ca72f9b24a08a1b56bcd,000000_2022-12-08_09-48-04_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-48-04_0_0_SNR10.wav,healthy,16000,10,bc50b55ca65d8f81f3b36d44bf4a6281,000000_2022-12-08_09-48-04_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-48-04_0_0_FAULT_SNRclean.wav,faulty,16000,clean,5f6cea588cd916a8ec49401df07b5ea3,000000_2022-12-08_09-48-04_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-48-04_0_0_FAULT_SNR20.wav,faulty,16000,20,544a46056c58b70cfafea534a487cb80,000000_2022-12-08_09-48-04_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-48-04_0_0_FAULT_SNR10.wav,faulty,16000,10,16890e299d51f073e3e81c8b7adbed70,000000_2022-12-08_09-48-04_0_0
data/cleaned/aero16k_noisy/000000_2022-12-08_09-51-09_0_0_SNRclean.wav,healthy,16000,clean,d9e408473614557dd9e5494fed5bb7ae,000000_2022-12-08_09-51-09_0_0
